 2016-01-30 06:00:01|210| 5|     122|    1|     평민킬러(2)
 2016-01-30 07:00:01|210| 6|     139|    0|      Navy마초(14)
 2016-01-30 08:00:02|210| 7|     231|    2|    카이사르(80)
 2016-01-30 09:00:01|210| 8|     235|    2|    카이사르(43)
 2016-01-30 10:00:01|210| 9|     353|    2|   카이사르(124)
 2016-01-30 11:00:01|210|10|     276|    3|    카이사르(62)
 2016-01-30 12:00:00|210|11|     309|    4|            Anes(94)
 2016-01-30 13:00:33|210|12|     870|    3|         니쉬(285)
 2016-01-30 14:00:37|211| 1|     474|    4|    평민킬러(51)
 2016-01-30 15:00:12|211| 2|     455|    7|         니쉬(101)
 2016-01-30 16:00:01|211| 3|     534|    5|   카이사르(139)
 2016-01-30 17:00:01|211| 4|     434|    3|    카이사르(51)
 2016-01-30 18:00:11|211| 5|     441|    4|          니쉬(57)
 2016-01-30 19:00:01|211| 6|     511|    6|            Anes(47)
 2016-01-30 20:00:01|211| 7|     656|    3|    카이사르(95)
 2016-01-30 21:00:02|211| 8|     541|    3|    카이사르(90)
 2016-01-30 22:00:11|211| 9|     743|    9|      청기사(118)
 2016-01-30 23:00:02|211|10|     579|    2|카가미네렌(104)
 2016-01-31 00:01:02|211|11|     861|    6|         무광(125)
 2016-01-31 01:00:01|211|12|     541|    6|           Anes(105)
 2016-01-31 02:00:00|212| 1|     526|    8|            Anes(57)
 2016-01-31 03:00:45|212| 2|    1032|    7|           Anes(283)
 2016-01-31 04:00:00|212| 3|     791|    5|           Anes(209)
 2016-01-31 05:00:10|212| 4|    1578|    6|         무광(308)
 2016-01-31 06:00:21|212| 5|     730|    3|   카이사르(132)
 2016-01-31 07:00:01|212| 6|     326|    3|       쥬비아(55)
 2016-01-31 08:00:13|212| 7|     393|    4|          진리(61)
 2016-01-31 09:00:01|212| 8|     468|    2|   카이사르(120)
 2016-01-31 10:00:01|212| 9|     700|    2|         니쉬(152)
 2016-01-31 11:00:19|212|10|     676|    6|    카이사르(94)
 2016-01-31 12:00:01|212|11|    1135|    9|         니쉬(304)
 2016-01-31 13:00:27|212|12|    1459|   10|바닥을탁치고(155)
 2016-01-31 14:00:19|213| 1|    1262|    9|         니쉬(363)
 2016-01-31 15:00:13|213| 2|     922|    9|      이쓰미(109)
 2016-01-31 16:00:10|213| 3|    1441|   14|         니쉬(164)
 2016-01-31 17:00:01|213| 4|    1733|   10|         니쉬(390)
 2016-01-31 18:00:01|213| 5|    1601|   12|         니쉬(354)
 2016-01-31 19:00:02|213| 6|    1778|   12|         니쉬(280)
 2016-01-31 20:00:01|213| 7|    1783|   10|         니쉬(340)
 2016-01-31 21:00:01|213| 8|    2033|   13|         니쉬(345)
 2016-01-31 22:00:28|213| 9|    2079|   14|         니쉬(403)
 2016-01-31 23:00:03|213|10|    1529|   17|         니쉬(298)
 2016-02-01 00:00:32|213|11|    1114|   14|         니쉬(140)
 2016-02-01 01:00:01|213|12|    1435|   10|         무광(246)
 2016-02-01 02:01:01|214| 1|     947|    6|           Anes(164)
 2016-02-01 03:00:11|214| 2|     711|    3|           Anes(247)
 2016-02-01 04:00:01|214| 3|     383|    1|            Anes(76)
